0.000000,0.005646,0.337996,0.100683
0.050000,0.005270,0.320178,0.100015
0.100000,0.004123,0.304321,0.099397
0.150000,0.006296,0.301464,0.105930
0.200000,0.011945,0.309881,0.120527
0.250000,0.017334,0.318336,0.136856
0.300000,0.022105,0.325787,0.154214
0.350000,0.026215,0.332173,0.172519
0.400000,0.029627,0.337435,0.191684
0.450000,0.032306,0.341521,0.211617
0.500000,0.034221,0.344386,0.232222
0.550000,0.035344,0.345986,0.253401
0.600000,0.035649,0.346287,0.275049
0.650000,0.035117,0.345259,0.297063
0.700000,0.033731,0.342879,0.319334
0.750000,0.031476,0.339128,0.341751
0.800000,0.028343,0.333997,0.364205
0.850000,0.024328,0.327479,0.386583
0.900000,0.019428,0.319578,0.408772
0.950000,0.013646,0.310300,0.430660
1.000000,0.007029,0.300112,0.452269
1.050000,0.000322,0.296309,0.475814
1.100000,-0.006459,0.300169,0.502290
1.150000,-0.014158,0.303856,0.529501
1.200000,-0.022785,0.305894,0.556890
1.250000,-0.032221,0.306199,0.584335
1.300000,-0.042336,0.304701,0.611716
1.350000,-0.052994,0.301345,0.638911
1.400000,-0.064052,0.296095,0.665799
1.450000,-0.075362,0.288931,0.692260
1.500000,-0.086774,0.279851,0.718178
1.550000,-0.098137,0.268870,0.743441
1.600000,-0.109298,0.256021,0.767938
1.650000,-0.120109,0.241351,0.791566
1.700000,-0.130426,0.224926,0.814225
1.750000,-0.140110,0.206825,0.835823
1.800000,-0.149027,0.187144,0.856274
1.850000,-0.157055,0.165989,0.875496
1.900000,-0.164078,0.143479,0.893419
1.950000,-0.169994,0.119744,0.909977
2.000000,-0.174709,0.094925,0.925111
2.050000,-0.178143,0.069166,0.938773
2.100000,-0.180230,0.042623,0.950920
2.150000,-0.180914,0.015451,0.961517
2.200000,-0.180156,-0.012186,0.970538
2.250000,-0.177928,-0.040126,0.977962
2.300000,-0.174217,-0.068206,0.983777
2.350000,-0.169023,-0.096263,0.987979
2.400000,-0.162359,-0.124137,0.990568
2.450000,-0.154253,-0.151671,0.991552
2.500000,-0.144741,-0.178714,0.990945
2.550000,-0.133876,-0.205118,0.988767
2.600000,-0.121718,-0.230746,0.985044
2.650000,-0.108339,-0.255465,0.979804
2.700000,-0.093821,-0.279152,0.973083
2.750000,-0.078255,-0.301693,0.964921
2.800000,-0.061738,-0.322983,0.955359
2.850000,-0.044377,-0.342929,0.944446
2.900000,-0.026282,-0.361445,0.932231
2.950000,-0.007572,-0.378459,0.918768
3.000000,0.011632,-0.393910,0.904112
3.050000,0.031205,-0.407746,0.888322
3.100000,0.051019,-0.419928,0.871458
3.150000,0.070944,-0.430428,0.853584
3.200000,0.090850,-0.439229,0.834765
3.250000,0.110606,-0.446325,0.815066
3.300000,0.130082,-0.451721,0.794556
3.350000,0.149150,-0.455434,0.773305
3.400000,0.167682,-0.457489,0.751384
3.450000,0.185557,-0.457925,0.728864
3.500000,0.202655,-0.456787,0.705819
3.550000,0.218862,-0.454131,0.682325
3.600000,0.234068,-0.450025,0.658455
3.650000,0.248171,-0.444541,0.634287
3.700000,0.261075,-0.437762,0.609898
3.750000,0.272691,-0.429779,0.585365
3.800000,0.282938,-0.420689,0.560767
3.850000,0.291746,-0.410595,0.536182
3.900000,0.299052,-0.399607,0.511690
3.950000,0.304804,-0.387840,0.487369
4.000000,0.308962,-0.375412,0.463297
4.050000,0.311493,-0.362446,0.439554
4.100000,0.312380,-0.349067,0.416216
4.150000,0.311614,-0.335401,0.393359
4.200000,0.309582,-0.322100,0.370949
4.250000,0.308338,-0.311808,0.348420
4.300000,0.308340,-0.304673,0.325547
4.350000,0.309639,-0.300509,0.302168
4.400000,0.312166,-0.299186,0.278129
4.450000,0.315278,-0.300026,0.253505
4.500000,0.317027,-0.300601,0.229107
4.550000,0.317255,-0.300676,0.205121
4.600000,0.316007,-0.300265,0.181654
4.650000,0.313336,-0.299387,0.158806
4.700000,0.309298,-0.298060,0.136675
4.750000,0.303957,-0.296304,0.115353
4.800000,0.301077,-0.302393,0.102739
4.850000,0.302853,-0.322055,0.102807
4.900000,0.303333,-0.342508,0.102853
4.950000,0.302399,-0.363522,0.102748
5.000000,0.299995,-0.385000,0.102495
